,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
223,computer science master theory behind programming,computer science learn computer science become better programmer software engineer kurt anderson,83,Beginner,9,4.5,1681
224,angular full app angular material angularfire ngrx,use angular angular material angularfire firebase firestore ngrx build real angular app academind maximilian schwarzmüller,140,All Levels,115,4.7,4370
225,dart flutter complete developer guide,everything need know building mobile apps flutter dart including rxdart animation stephen grider,401,All Levels,31,4.6,2782
226,master matlab guided problem solving,become expert matlab programming scientific computing advance career engineering physic biology etc tim buchalkas learn programming academy,169,All Levels,38,4.5,1916
227,update react testing jest enzyme,improve react redux hook context code test driven development bonnie schulkin,162,Intermediate,12,4.4,1427
228,unreal engine blueprint developer learn visual scripting,created collaboration epic game code first game minute purely visual scripting ben tristem,71,Beginner,105,4.6,1271
229,active directory window server lab,learn deploy manage aspect active directory group policy dns many technology kevin brown,46,All Levels,5,4.5,1381
230,kubernetes handson deploy microservices aws cloud,use kubernetes deploy microservice architecture youll deploy manage monitor live kubernetes cluster richard chesterwood,138,All Levels,23,4.7,2235
231,learn devops cicd jenkins using pipeline docker,use jenkins devops way automate jenkins job using jenkins pipeline docker jenkins job dsl edward viaene,52,All Levels,45,4.3,3312
232,blockchain bitcoin fundamental,learn key element blockchain bitcoin bestselling video course accompanying pdf glossary george levy,37,Beginner,3,4.5,15675
233,unity game development create game c,master fundamental game development learn create game unity game engine awesome tuts,267,Beginner,75,4.7,293
234,django python ultimate web development bootcamp,build three complete website learn back frontend web development publish site online digitalocean nick walter,78,Beginner,10,4.6,3848
235,learn assembly language making game atari,programming game atari platform using assembly language gustavo pezzi,39,All Levels,11,4.7,388
236,design pattern java,discover modern implementation design pattern java dmitri nesteruk,123,Intermediate,105,4.3,2692
237,spring boot microservices spring cloud beginner guru,master microservice architecture using spring boot cloud based deployment spring cloud docker john thompson,233,Intermediate,235,4.4,676
238,go golang complete bootcamp updated december,deeply understand master go programming language golang scratch handson exercise project jose portilla,308,All Levels,23,4.5,1223
239,unit testing c developer,master unit testing c code nunit moq dependency injection best practice pitfall avoid mosh hamedani,86,All Levels,6,4.6,3187
240,modern natural language processing python,solve seqseq classification nlp task transformer cnn using tensorflow google colab martin jocqueviel,37,Intermediate,6,4.4,63
241,natural language processing deep learning python,complete guide deriving implementing wordvec glove word embeddings sentiment analysis recursive net lazy programmer inc,102,Expert,13,4.6,4543
242,microsoft sql beginner,comprehensive course teach complete sql query using microsoft sql server tsql language brewster knowlton,39,Beginner,4,4.5,6516
243,complete python course beginner advanced,learn python project covering game web development web scraping mongodb django pyqt data visualization joseph delgadillo,147,All Levels,18,4.2,12203
244,nestjs zero hero modern typescript backend development,develop deploy enterprise backend application following best practice using nodejs typescript ariel weinberger,102,All Levels,65,4.7,1183
245,mathematics computer game development using unity,beginner guide essential mathematics data structure algorithm used game programming applied unity penny de byl,69,Beginner,15,4.7,576
246,flutter firebase build complete app io android,learn dart flutter firebase google build realworld production ready app andrea bizzotto,421,All Levels,22,4.7,673
247,artificial intelligence business,solve real world business problem ai solution hadelin de ponteves,118,Beginner,15,4.5,1392
248,oracle database c sql certified associate z,become oracle sql certified oca cover oracle university track presentation script attached khaled alkhudari,183,All Levels,20,4.5,3419
249,bash scripting shell programming linux command line,learn bash programming linux unix mac learn write bash script like pro solve realworld problem jason cannon,34,All Levels,25,4.4,3695
250,api web service introduction,includes api web service using rest json xml http soap oauth openid connect postman python nate ross,54,All Levels,55,4.4,3862
251,modern web scraping python using scrapy splash selenium,become expert web scraping web crawling using python scrapy splash selenium nd edition ahmed rafik,110,All Levels,8,4.7,800
252,python network programming build network application,learn python scratch build network script upgrade network engineering skill updated mihai catalin teodosiu python developer,206,Beginner,12,4.6,3319
253,data science deep learning python,indepth look neural network theory code one pure python tensorflow lazy programmer inc,85,Intermediate,105,4.6,5803
254,deployment machine learning model,build machine learning model apis soledad galli,127,Intermediate,8,4.4,1097
255,unreal multiplayer master online game development c,created collaboration epic game use unreal online game dev c cover lan vpn steam ben tristem,112,Intermediate,24,4.5,1177
256,beginner full stack web development html cs react node,learn web development html cs bootstrap e react node mark price,159,Beginner,30,4.5,7103
257,discovering godot make video game pythonlike gdscript,game development godot engine learn code pythonlike gdscript later industry standard c ben tristem,190,Beginner,38,4.6,2148
258,deep learning nlp az create chatbot,learn theory implement state art deep natural language processing model tensorflow python hadelin de ponteves,95,All Levels,12,4.4,2755
